Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label
C00427,26-09-2023,P00427,10233.35,Vehicle,TRUE,1
C00428,04-05-2023,P00428,12251.51,Vehicle,TRUE,1
C00429,16-04-2023,P00429,6005.06,Vehicle,FALSE,0
C00430,07-06-2023,P00430,6378.68,Vehicle,FALSE,0
C00431,27-05-2023,P00431,18626.26,Home Damage,FALSE,0
C00432,25-05-2023,P00432,17725.35,Vehicle,FALSE,0
C00433,30-04-2023,P00433,14481.08,Vehicle,TRUE,1
C00434,15-11-2023,P00434,11876.65,Vehicle,TRUE,1
C00435,02-10-2023,P00435,11449.86,Vehicle,FALSE,0
C00436,02-04-2023,P00436,26233.6,Home Damage,FALSE,0
C00437,27-02-2023,P00437,10801.09,Vehicle,FALSE,0
C00438,12-12-2023,P00438,15848.74,Home Damage,FALSE,0
C00439,17-08-2023,P00439,15993.23,Home Damage,FALSE,0
C00440,27-04-2023,P00440,12777.25,Vehicle,FALSE,0
C00441,14-11-2023,P00441,12202.92,Vehicle,TRUE,1
C00442,06-10-2023,P00442,7437.75,Vehicle,FALSE,0
C00443,07-05-2023,P00443,10513.13,Vehicle,FALSE,0
C00444,09-05-2023,P00444,8437.98,Vehicle,FALSE,0
C00445,27-02-2023,P00445,8944.25,Medical,FALSE,0
C00446,02-05-2023,P00446,9619.67,Vehicle,TRUE,0
C00447,01-01-2023,P00447,25882.23,Home Damage,FALSE,0
C00448,27-08-2023,P00448,6994.11,Medical,FALSE,0
C00449,17-10-2023,P00449,10030.89,Medical,FALSE,1
C00450,06-04-2023,P00450,9711.17,Vehicle,FALSE,0
C00451,06-05-2023,P00451,4080.34,Medical,FALSE,0
C00452,28-04-2023,P00452,21302.51,Home Damage,FALSE,0
C00453,17-02-2023,P00453,12634.97,Vehicle,FALSE,0
C00454,30-03-2023,P00454,6900.23,Medical,FALSE,0
C00455,25-08-2023,P00455,5951.21,Vehicle,TRUE,1
C00456,29-09-2023,P00456,7933.9,Vehicle,FALSE,0
C00457,08-07-2023,P00457,6883.19,Vehicle,FALSE,0
C00458,11-07-2023,P00458,16391.13,Vehicle,FALSE,0
C00459,10-03-2023,P00459,15518.59,Vehicle,FALSE,0
C00460,05-10-2023,P00460,13664.11,Vehicle,TRUE,1
C00461,15-12-2023,P00461,7792.34,Medical,FALSE,0
C00462,04-09-2023,P00462,17465.74,Vehicle,FALSE,0
C00463,17-03-2023,P00463,19078.36,Vehicle,FALSE,0
C00464,03-06-2023,P00464,8879.76,Vehicle,FALSE,0
C00465,24-05-2023,P00465,12086.41,Vehicle,FALSE,0
C00466,27-03-2023,P00466,11484.57,Vehicle,FALSE,0
C00467,04-07-2023,P00467,13666.42,Vehicle,FALSE,1
C00468,12-10-2023,P00468,9032.37,Medical,TRUE,1
C00469,08-08-2023,P00469,6921.43,Vehicle,FALSE,0
C00470,10-03-2023,P00470,5951.48,Medical,FALSE,0
C00471,16-02-2023,P00471,13735.48,Home Damage,FALSE,0
C00472,04-04-2023,P00472,19024.73,Home Damage,FALSE,0
C00473,26-08-2023,P00473,11204.87,Vehicle,TRUE,0
C00474,23-07-2023,P00474,7232.11,Vehicle,FALSE,0
C00475,06-08-2023,P00475,16239.68,Home Damage,FALSE,0
C00476,07-12-2023,P00476,10044.29,Vehicle,FALSE,0
C00477,08-02-2023,P00477,13315.8,Vehicle,FALSE,0
C00478,10-04-2023,P00478,16606.12,Vehicle,FALSE,0
C00479,16-10-2023,P00479,8148.97,Vehicle,FALSE,0
C00480,11-09-2023,P00480,9034.77,Medical,FALSE,0
C00481,10-08-2023,P00481,9172.17,Medical,FALSE,0
C00482,23-12-2023,P00482,20259.91,Home Damage,TRUE,1
C00483,23-01-2023,P00483,19455.85,Home Damage,FALSE,0
C00484,07-09-2023,P00484,13249.77,Vehicle,FALSE,0
C00485,10-01-2023,P00485,7514.47,Medical,FALSE,0
C00486,03-09-2023,P00486,11560.98,Vehicle,FALSE,0
C00487,21-11-2023,P00487,14309.38,Home Damage,FALSE,0
C00488,10-04-2023,P00488,13965.93,Vehicle,FALSE,0
C00489,17-10-2023,P00489,28127.23,Home Damage,FALSE,0
C00490,29-06-2023,P00490,23246.86,Home Damage,FALSE,0
C00491,11-08-2023,P00491,15934.69,Home Damage,FALSE,0
C00492,07-09-2023,P00492,8571.51,Vehicle,FALSE,0
C00493,27-05-2023,P00493,14635.83,Home Damage,FALSE,0
C00494,06-04-2023,P00494,10785.89,Vehicle,FALSE,0
C00495,14-09-2023,P00495,25156.3,Home Damage,FALSE,0
C00496,21-11-2023,P00496,8545.29,Vehicle,FALSE,0
C00497,04-01-2023,P00497,14596.54,Vehicle,FALSE,0
C00498,16-01-2023,P00498,23984.38,Home Damage,FALSE,0
C00499,07-10-2023,P00499,15824.29,Home Damage,FALSE,0
C00500,02-12-2023,P00500,7282.82,Vehicle,TRUE,1
C00501,04-09-2023,P00501,13194.63,Vehicle,TRUE,1
C00502,15-09-2023,P00502,8273.51,Medical,FALSE,0
C00503,09-06-2023,P00503,13654.43,Home Damage,FALSE,0
C00504,06-12-2023,P00504,11720.17,Vehicle,FALSE,0
C00505,01-06-2023,P00505,10655.8,Vehicle,FALSE,1
C00506,27-06-2023,P00506,16698.81,Vehicle,FALSE,0
C00507,12-06-2023,P00507,16201.72,Vehicle,FALSE,0
C00508,02-02-2023,P00508,32508.97,Home Damage,FALSE,0
C00509,28-06-2023,P00509,3935.04,Vehicle,FALSE,0
C00510,11-04-2023,P00510,17366.5,Home Damage,TRUE,0
C00511,25-09-2023,P00511,11412,Vehicle,FALSE,0
C00512,19-11-2023,P00512,14652.73,Home Damage,FALSE,0
C00513,06-03-2023,P00513,11961.67,Vehicle,FALSE,0
C00514,17-06-2023,P00514,10146.38,Vehicle,FALSE,0
C00515,26-11-2023,P00515,27473.1,Home Damage,TRUE,0
C00516,12-02-2023,P00516,9294.14,Vehicle,FALSE,0
C00517,13-02-2023,P00517,12547.51,Vehicle,TRUE,1
C00518,12-10-2023,P00518,7630.46,Vehicle,FALSE,0
C00519,12-01-2023,P00519,6563.53,Medical,FALSE,0
C00520,05-04-2023,P00520,13956.19,Home Damage,FALSE,0
C00521,29-10-2023,P00521,12466.82,Vehicle,TRUE,1
C00522,10-09-2023,P00522,21313.96,Home Damage,FALSE,0
C00523,30-08-2023,P00523,26691.65,Home Damage,TRUE,1
C00524,04-02-2023,P00524,6660.55,Medical,TRUE,1
C00525,03-08-2023,P00525,6469.23,Medical,FALSE,0
C00526,03-12-2023,P00526,11583.43,Vehicle,FALSE,0
C00527,31-03-2023,P00527,8008.13,Medical,FALSE,0
C00528,21-09-2023,P00528,11385.86,Vehicle,FALSE,0
C00529,03-04-2023,P00529,15457.25,Vehicle,FALSE,0
C00530,31-03-2023,P00530,7919.18,Medical,FALSE,0
C00531,25-04-2023,P00531,10975.22,Vehicle,FALSE,0
C00532,15-04-2023,P00532,11098.89,Vehicle,FALSE,0
C00533,15-07-2023,P00533,17283.6,Vehicle,FALSE,0
C00534,10-11-2023,P00534,12279.3,Vehicle,FALSE,0
C00535,24-04-2023,P00535,16745.39,Home Damage,FALSE,0
C00536,16-03-2023,P00536,6083.88,Medical,FALSE,0
C00537,05-08-2023,P00537,9503.68,Medical,FALSE,0
C00538,04-10-2023,P00538,6587.22,Home Damage,FALSE,0
C00539,06-09-2023,P00539,9145.4,Medical,FALSE,0
C00540,13-06-2023,P00540,11389.04,Medical,FALSE,0
C00541,23-12-2023,P00541,27027.38,Home Damage,FALSE,0
C00542,11-07-2023,P00542,14303.43,Vehicle,FALSE,0
C00543,15-08-2023,P00543,8471.3,Vehicle,FALSE,0
C00544,26-06-2023,P00544,12546.22,Vehicle,FALSE,0
C00545,09-04-2023,P00545,8112.39,Medical,FALSE,0
C00546,05-02-2023,P00546,15782.07,Vehicle,TRUE,1
C00547,06-04-2023,P00547,15203.31,Vehicle,FALSE,0
C00548,01-06-2023,P00548,11399.33,Vehicle,TRUE,1
C00549,31-05-2023,P00549,8195.2,Vehicle,TRUE,1
C00550,09-07-2023,P00550,5612.42,Medical,FALSE,0
C00551,12-08-2023,P00551,6547.03,Vehicle,FALSE,0
C00552,06-02-2023,P00552,18169.23,Vehicle,FALSE,0
C00553,25-09-2023,P00553,19847.21,Home Damage,FALSE,0
C00554,02-07-2023,P00554,17247.41,Home Damage,FALSE,0
C00555,13-01-2023,P00555,11085.6,Vehicle,FALSE,0
C00556,06-10-2023,P00556,15864.74,Vehicle,FALSE,0
C00557,05-08-2023,P00557,6130.13,Medical,FALSE,0
C00558,21-12-2023,P00558,17987.63,Home Damage,FALSE,0
C00559,27-12-2023,P00559,9164.03,Vehicle,FALSE,0
C00560,13-10-2023,P00560,14136.22,Vehicle,FALSE,0
C00561,30-09-2023,P00561,22029.7,Home Damage,TRUE,1
C00562,03-03-2023,P00562,11237.39,Vehicle,FALSE,0
C00563,25-03-2023,P00563,12584.23,Vehicle,FALSE,0
C00564,05-08-2023,P00564,11666.25,Vehicle,FALSE,0
C00565,08-12-2023,P00565,16730.65,Home Damage,FALSE,0
C00566,06-07-2023,P00566,12832.15,Vehicle,FALSE,0
C00567,19-01-2023,P00567,7173.13,Vehicle,FALSE,0
C00568,26-06-2023,P00568,14812.62,Vehicle,FALSE,1
C00569,10-04-2023,P00569,7664.62,Medical,FALSE,0
C00570,21-08-2023,P00570,14294.35,Home Damage,FALSE,0
C00571,17-03-2023,P00571,11427.8,Vehicle,FALSE,0
C00572,22-09-2023,P00572,24170.73,Home Damage,FALSE,0
C00573,11-10-2023,P00573,5937,Vehicle,FALSE,0
C00574,25-07-2023,P00574,9948.7,Vehicle,TRUE,0
C00575,11-08-2023,P00575,20690.77,Home Damage,FALSE,0
C00576,21-02-2023,P00576,11702.43,Vehicle,FALSE,0
C00577,05-12-2023,P00577,11694.14,Vehicle,TRUE,1
C00578,24-05-2023,P00578,22224.65,Home Damage,FALSE,0
C00579,10-03-2023,P00579,10457.23,Vehicle,TRUE,1
C00580,09-04-2023,P00580,14112.12,Vehicle,FALSE,0
C00581,25-01-2023,P00581,10926.53,Vehicle,FALSE,0
C00582,22-02-2023,P00582,9307.04,Vehicle,TRUE,1
C00583,31-05-2023,P00583,10098.66,Medical,TRUE,1
C00584,24-05-2023,P00584,19543.8,Home Damage,FALSE,0
C00585,26-02-2023,P00585,14195.97,Vehicle,FALSE,0
C00586,08-02-2023,P00586,10600.84,Vehicle,FALSE,0
C00587,19-04-2023,P00587,10104.22,Vehicle,FALSE,0
C00588,30-06-2023,P00588,9461.42,Vehicle,FALSE,0
C00589,11-02-2023,P00589,12759.98,Vehicle,FALSE,0
C00590,05-07-2023,P00590,8832.21,Medical,FALSE,0
C00591,11-08-2023,P00591,8170.96,Vehicle,FALSE,0
C00592,02-05-2023,P00592,24262.76,Home Damage,FALSE,0
C00593,13-05-2023,P00593,14878.83,Vehicle,FALSE,0
C00594,12-06-2023,P00594,15152.8,Home Damage,FALSE,0
C00595,03-08-2023,P00595,10484.31,Vehicle,TRUE,1
C00596,09-08-2023,P00596,5865.59,Medical,FALSE,0
C00597,23-08-2023,P00597,10273.09,Vehicle,FALSE,0
C00598,27-11-2023,P00598,27584.92,Home Damage,TRUE,1
C00599,26-05-2023,P00599,12702.9,Vehicle,FALSE,0
C00600,27-08-2023,P00600,15312.43,Vehicle,FALSE,0
C00601,17-03-2023,P00601,12199.68,Vehicle,FALSE,0
C00602,09-01-2023,P00602,12655.02,Vehicle,FALSE,0
C00603,15-03-2023,P00603,23912.45,Home Damage,FALSE,0
C00604,10-09-2023,P00604,22479.4,Home Damage,FALSE,0
C00605,18-08-2023,P00605,14550.34,Vehicle,FALSE,1
C00606,07-01-2023,P00606,23477.37,Home Damage,FALSE,0
C00607,23-06-2023,P00607,7791.58,Vehicle,TRUE,0
C00608,21-05-2023,P00608,22496.59,Home Damage,FALSE,0
C00609,17-06-2023,P00609,22747.39,Home Damage,TRUE,0
C00610,19-06-2023,P00610,7922.04,Medical,FALSE,1
C00611,10-10-2023,P00611,25067.88,Home Damage,FALSE,0
C00612,02-05-2023,P00612,11719.3,Vehicle,FALSE,0
C00613,13-07-2023,P00613,10202.55,Vehicle,TRUE,1
C00614,05-01-2023,P00614,12778.32,Vehicle,FALSE,0
C00615,29-01-2023,P00615,10150.91,Vehicle,TRUE,0
C00616,14-06-2023,P00616,8034.74,Medical,FALSE,0
C00617,05-12-2023,P00617,13538.48,Vehicle,FALSE,0
C00618,16-05-2023,P00618,11684.15,Vehicle,FALSE,0
C00619,31-12-2023,P00619,20360.95,Home Damage,FALSE,0
C00620,17-11-2023,P00620,14601.79,Vehicle,FALSE,0
C00621,08-12-2023,P00621,12932.18,Vehicle,FALSE,0
C00622,25-05-2023,P00622,16868.7,Vehicle,FALSE,0
C00623,23-11-2023,P00623,28400.12,Home Damage,FALSE,0
C00624,05-08-2023,P00624,13314.53,Vehicle,FALSE,0
C00625,28-10-2023,P00625,10091.54,Vehicle,FALSE,0
C00626,12-05-2023,P00626,21257.57,Home Damage,FALSE,0
C00627,19-10-2023,P00627,4959.72,Medical,TRUE,1
C00628,11-03-2023,P00628,9119.21,Vehicle,FALSE,0
C00629,09-09-2023,P00629,8281.23,Medical,FALSE,1
C00630,02-10-2023,P00630,17387.06,Home Damage,FALSE,0
C00631,30-12-2023,P00631,6237.21,Medical,FALSE,0
C00632,01-07-2023,P00632,8194.66,Medical,FALSE,0
C00633,16-06-2023,P00633,15325.95,Vehicle,FALSE,0
C00634,01-04-2023,P00634,8624.76,Medical,FALSE,0
C00635,21-07-2023,P00635,12672.43,Vehicle,FALSE,0
C00636,12-12-2023,P00636,8286.71,Vehicle,FALSE,0
C00637,19-01-2023,P00637,9991.98,Medical,FALSE,0
C00638,08-02-2023,P00638,10751.79,Home Damage,FALSE,0
C00639,06-05-2023,P00639,8986.22,Vehicle,FALSE,0
C00640,22-06-2023,P00640,11931.02,Vehicle,FALSE,1
C00641,21-05-2023,P00641,19399.65,Vehicle,FALSE,0
C00642,30-08-2023,P00642,17718.36,Vehicle,FALSE,0
C00643,08-08-2023,P00643,8516.97,Medical,FALSE,0
C00644,06-05-2023,P00644,8686.45,Vehicle,FALSE,0
C00645,27-02-2023,P00645,5334.11,Medical,FALSE,0
C00646,28-05-2023,P00646,12597.64,Vehicle,FALSE,0
C00647,13-11-2023,P00647,20429.98,Home Damage,FALSE,0
C00648,27-12-2023,P00648,9985.06,Vehicle,FALSE,0
C00649,01-01-2023,P00649,20981.39,Home Damage,FALSE,0
C00650,14-12-2023,P00650,15825.3,Vehicle,FALSE,0
C00651,09-07-2023,P00651,14198.7,Vehicle,TRUE,1
C00652,10-07-2023,P00652,16019.83,Vehicle,FALSE,0
C00653,08-11-2023,P00653,4010.31,Medical,FALSE,0
C00654,27-04-2023,P00654,7872.42,Medical,FALSE,0
C00655,14-05-2023,P00655,10996.5,Vehicle,FALSE,0
C00656,27-02-2023,P00656,4830.28,Medical,FALSE,0
C00657,13-02-2023,P00657,12318.06,Vehicle,FALSE,0
C00658,22-06-2023,P00658,10726.69,Vehicle,FALSE,0
C00659,09-06-2023,P00659,12473.46,Vehicle,FALSE,0
C00660,22-06-2023,P00660,14421.8,Home Damage,FALSE,0
C00661,13-11-2023,P00661,10932.35,Vehicle,TRUE,0
C00662,30-10-2023,P00662,14132.87,Vehicle,FALSE,0
C00663,29-05-2023,P00663,20645.67,Home Damage,FALSE,0
C00664,21-03-2023,P00664,6285.67,Vehicle,FALSE,0
C00665,01-08-2023,P00665,14397.55,Vehicle,FALSE,0
C00666,22-07-2023,P00666,11424.28,Vehicle,FALSE,0
C00667,09-09-2023,P00667,11766.55,Vehicle,FALSE,0
C00668,17-08-2023,P00668,14686.51,Vehicle,TRUE,1
C00669,13-06-2023,P00669,9013.28,Vehicle,FALSE,0
C00670,15-08-2023,P00670,24685.99,Home Damage,TRUE,1
C00671,27-05-2023,P00671,15749.21,Vehicle,FALSE,1
C00672,20-01-2023,P00672,21665.2,Home Damage,FALSE,0
C00673,16-02-2023,P00673,17442.73,Home Damage,FALSE,0
C00674,21-08-2023,P00674,8822.01,Medical,FALSE,0
C00675,01-11-2023,P00675,9150.89,Vehicle,FALSE,0
C00676,14-01-2023,P00676,9350,Medical,FALSE,0
C00677,23-05-2023,P00677,13086.74,Vehicle,FALSE,0
C00678,01-01-2023,P00678,20058.03,Home Damage,FALSE,0
C00679,23-02-2023,P00679,22150.63,Home Damage,FALSE,0
C00680,16-09-2023,P00680,20180.15,Home Damage,FALSE,0
C00681,24-05-2023,P00681,10226.87,Vehicle,TRUE,1
C00682,12-01-2023,P00682,14130.47,Vehicle,TRUE,1
C00683,26-11-2023,P00683,12591.96,Vehicle,FALSE,0
C00684,12-08-2023,P00684,24801.83,Home Damage,FALSE,0
C00685,29-09-2023,P00685,7714.15,Medical,FALSE,1
C00686,24-12-2023,P00686,7768.41,Vehicle,FALSE,0
C00687,05-06-2023,P00687,14814.48,Vehicle,FALSE,0
C00688,08-01-2023,P00688,26214.92,Home Damage,FALSE,0
C00689,02-05-2023,P00689,9973.38,Medical,FALSE,0
C00690,14-12-2023,P00690,11473.66,Vehicle,FALSE,0
C00691,13-06-2023,P00691,22030.52,Home Damage,TRUE,1
C00692,31-03-2023,P00692,9165.46,Vehicle,FALSE,0
C00693,16-05-2023,P00693,5047.69,Medical,TRUE,1
C00694,05-07-2023,P00694,12193.36,Vehicle,FALSE,0
C00695,12-11-2023,P00695,13389.65,Vehicle,TRUE,1
C00696,27-06-2023,P00696,9627.55,Vehicle,FALSE,0
C00697,28-01-2023,P00697,11449.78,Vehicle,FALSE,0
C00698,08-08-2023,P00698,18486.38,Home Damage,FALSE,0
C00699,23-12-2023,P00699,6060.94,Medical,FALSE,0
C00700,10-02-2023,P00700,9297.21,Medical,TRUE,0
C00701,16-08-2023,P00701,9746.36,Vehicle,FALSE,0
C00702,11-07-2023,P00702,9394.72,Vehicle,FALSE,0
C00703,25-05-2023,P00703,11231.97,Vehicle,FALSE,0
C00704,20-07-2023,P00704,15479.18,Home Damage,FALSE,0
C00705,31-07-2023,P00705,10647.54,Vehicle,TRUE,0
C00706,08-08-2023,P00706,7576.28,Medical,FALSE,0
C00707,28-08-2023,P00707,14760.38,Vehicle,FALSE,0
C00708,15-02-2023,P00708,10384.59,Vehicle,TRUE,1
C00709,04-02-2023,P00709,12026.8,Vehicle,FALSE,0
C00710,10-09-2023,P00710,18053.57,Vehicle,FALSE,0
C00711,23-03-2023,P00711,17987.47,Home Damage,FALSE,0
C00712,13-09-2023,P00712,18020.96,Home Damage,FALSE,0
C00713,16-07-2023,P00713,26468.42,Home Damage,FALSE,0
C00714,30-10-2023,P00714,15757.58,Vehicle,FALSE,0
C00715,10-01-2023,P00715,22298.2,Home Damage,FALSE,0
C00716,08-11-2023,P00716,16302.65,Home Damage,FALSE,0
C00717,13-10-2023,P00717,17303.2,Vehicle,FALSE,0
C00718,30-08-2023,P00718,17379.97,Home Damage,TRUE,1
C00719,08-09-2023,P00719,6973.49,Medical,TRUE,0
C00720,31-12-2023,P00720,12181.52,Vehicle,FALSE,0
C00721,05-01-2023,P00721,7538.84,Medical,FALSE,0
C00722,29-04-2023,P00722,11787.92,Vehicle,FALSE,0
C00723,16-10-2023,P00723,9597.92,Vehicle,FALSE,1
C00724,06-03-2023,P00724,13770.66,Vehicle,FALSE,0
C00725,26-05-2023,P00725,10944.3,Vehicle,TRUE,1
C00726,12-08-2023,P00726,14219.28,Vehicle,FALSE,1
C00727,27-08-2023,P00727,12726.83,Vehicle,FALSE,0
C00728,26-06-2023,P00728,7123.15,Medical,TRUE,0
C00729,24-09-2023,P00729,18886.53,Home Damage,FALSE,0
C00730,07-12-2023,P00730,10053.15,Vehicle,FALSE,0
C00731,09-10-2023,P00731,13550.31,Vehicle,TRUE,1
C00732,04-03-2023,P00732,5490.57,Medical,FALSE,0
C00733,05-08-2023,P00733,5361.06,Medical,FALSE,0
C00734,08-12-2023,P00734,4772.39,Medical,FALSE,0
C00735,11-11-2023,P00735,4052.98,Medical,FALSE,0
C00736,10-10-2023,P00736,12966.15,Vehicle,FALSE,0
C00737,26-06-2023,P00737,8485.66,Vehicle,FALSE,0
C00738,08-04-2023,P00738,8047.31,Vehicle,TRUE,1
C00739,15-04-2023,P00739,9729.61,Vehicle,TRUE,1
C00740,09-04-2023,P00740,16494.88,Vehicle,FALSE,0
C00741,07-11-2023,P00741,12910.95,Vehicle,FALSE,0
C00742,06-01-2023,P00742,6672.17,Medical,FALSE,0
C00743,16-07-2023,P00743,11155.92,Vehicle,FALSE,0
C00744,17-12-2023,P00744,9543.34,Medical,FALSE,0
C00745,13-05-2023,P00745,14105.15,Home Damage,TRUE,1
C00746,24-12-2023,P00746,12514.59,Vehicle,FALSE,0
C00747,16-09-2023,P00747,6059.61,Medical,FALSE,0
C00748,23-01-2023,P00748,9496.61,Vehicle,FALSE,0
C00749,22-02-2023,P00749,20683.95,Home Damage,FALSE,0
C00750,14-06-2023,P00750,7019.8,Medical,FALSE,0
C00751,21-07-2023,P00751,6940.52,Medical,FALSE,0
C00752,24-03-2023,P00752,9820.57,Vehicle,FALSE,0
C00753,25-05-2023,P00753,12430.12,Vehicle,FALSE,0
C00754,26-03-2023,P00754,19771.78,Home Damage,FALSE,0
C00755,19-03-2023,P00755,8499.59,Vehicle,FALSE,0
C00756,01-01-2023,P00756,16197.16,Home Damage,TRUE,0
C00757,20-02-2023,P00757,12307.93,Vehicle,FALSE,0
C00758,22-06-2023,P00758,10532.73,Vehicle,FALSE,0
C00759,24-07-2023,P00759,12378.58,Vehicle,FALSE,0
C00760,17-09-2023,P00760,14729.55,Vehicle,TRUE,0
C00761,15-10-2023,P00761,12748.23,Vehicle,FALSE,0
C00762,03-02-2023,P00762,9655.43,Vehicle,FALSE,0
C00763,14-12-2023,P00763,7939.79,Medical,FALSE,0
C00764,05-04-2023,P00764,9228.8,Vehicle,TRUE,1
C00765,13-03-2023,P00765,11426.82,Vehicle,FALSE,0
C00766,08-02-2023,P00766,19173.49,Home Damage,TRUE,1
C00767,03-06-2023,P00767,14417.93,Home Damage,FALSE,0
C00768,07-09-2023,P00768,12242.1,Vehicle,FALSE,0
C00769,11-06-2023,P00769,6466.74,Medical,FALSE,0
C00770,28-04-2023,P00770,6642.87,Medical,FALSE,0
C00771,16-09-2023,P00771,5166.42,Medical,FALSE,0
C00772,02-11-2023,P00772,20428.99,Home Damage,FALSE,0
C00773,25-09-2023,P00773,23021.88,Home Damage,FALSE,0
C00774,23-02-2023,P00774,7184.24,Medical,FALSE,0
C00775,24-08-2023,P00775,7741.1,Medical,TRUE,1
C00776,10-08-2023,P00776,12657.79,Vehicle,FALSE,0
C00777,08-09-2023,P00777,10280.26,Vehicle,FALSE,0
C00778,09-11-2023,P00778,5552.15,Medical,TRUE,1
C00779,22-04-2023,P00779,6882.39,Vehicle,FALSE,1
C00780,12-09-2023,P00780,6274.86,Medical,FALSE,0
C00781,30-10-2023,P00781,9792.77,Vehicle,FALSE,0
C00782,26-07-2023,P00782,19162.98,Vehicle,FALSE,0
C00783,17-08-2023,P00783,13351.17,Vehicle,FALSE,0
C00784,07-12-2023,P00784,10411.48,Vehicle,FALSE,0
C00785,07-03-2023,P00785,8855.13,Vehicle,FALSE,0
C00786,16-03-2023,P00786,8832.92,Medical,FALSE,0
C00787,13-04-2023,P00787,13677.73,Vehicle,FALSE,0
C00788,11-07-2023,P00788,10415.19,Vehicle,FALSE,0
C00789,09-09-2023,P00789,13145.55,Vehicle,FALSE,0
C00790,14-08-2023,P00790,6622.72,Medical,FALSE,0
C00791,21-10-2023,P00791,21408.97,Home Damage,FALSE,0
C00792,02-11-2023,P00792,5536.99,Medical,FALSE,0
C00793,08-04-2023,P00793,27633.96,Home Damage,FALSE,0
C00794,04-12-2023,P00794,11505.78,Vehicle,FALSE,0
C00795,13-10-2023,P00795,14303.35,Vehicle,FALSE,0
C00796,01-12-2023,P00796,11350.09,Vehicle,FALSE,0
C00797,13-12-2023,P00797,14005.17,Vehicle,FALSE,0
C00798,04-11-2023,P00798,14044.59,Vehicle,TRUE,1
C00799,06-09-2023,P00799,11129.69,Vehicle,FALSE,0
C00800,15-06-2023,P00800,6699.95,Vehicle,FALSE,0
C00801,01-12-2023,P00801,13652.87,Vehicle,FALSE,0
C00802,30-01-2023,P00802,17444.99,Home Damage,FALSE,0
C00803,04-09-2023,P00803,10267.21,Vehicle,TRUE,1
C00804,16-04-2023,P00804,12278.32,Vehicle,TRUE,0
C00805,20-02-2023,P00805,14442.16,Vehicle,FALSE,0
C00806,22-03-2023,P00806,7461.06,Medical,TRUE,1
C00807,13-05-2023,P00807,6872.39,Medical,FALSE,0
C00808,12-10-2023,P00808,23928.71,Home Damage,FALSE,0
C00809,18-05-2023,P00809,20510.93,Home Damage,TRUE,1
C00810,03-07-2023,P00810,7202.09,Medical,TRUE,1
C00811,26-11-2023,P00811,6869.06,Medical,FALSE,0
C00812,30-09-2023,P00812,4881.44,Medical,FALSE,0
C00813,06-12-2023,P00813,13047.77,Vehicle,FALSE,0
C00814,10-03-2023,P00814,11075.97,Vehicle,FALSE,0
C00815,03-02-2023,P00815,16747.34,Vehicle,FALSE,0
C00816,19-09-2023,P00816,14423.34,Vehicle,FALSE,0
C00817,22-02-2023,P00817,7813.24,Vehicle,TRUE,0
C00818,24-07-2023,P00818,10966.67,Vehicle,FALSE,0
C00819,06-05-2023,P00819,6144.87,Medical,FALSE,0
C00820,23-08-2023,P00820,8667.38,Medical,TRUE,0
C00821,12-02-2023,P00821,6040.3,Vehicle,FALSE,0
C00822,28-08-2023,P00822,9271.98,Vehicle,FALSE,0
C00823,21-04-2023,P00823,15639.05,Vehicle,FALSE,0
C00824,06-09-2023,P00824,6250.3,Medical,FALSE,0
C00825,31-05-2023,P00825,20204.61,Home Damage,TRUE,0
C00826,02-07-2023,P00826,10956.26,Home Damage,FALSE,0
C00827,02-12-2023,P00827,8345.33,Vehicle,FALSE,0
C00828,05-04-2023,P00828,12852.08,Medical,TRUE,1
C00829,08-01-2023,P00829,8705.27,Medical,FALSE,0
C00830,26-12-2023,P00830,6525.88,Medical,FALSE,0
C00831,03-07-2023,P00831,7723.29,Medical,TRUE,1
C00832,08-10-2023,P00832,18964.81,Home Damage,FALSE,0
C00833,14-07-2023,P00833,21020.33,Home Damage,FALSE,0
C00834,18-12-2023,P00834,11142.14,Vehicle,FALSE,0
C00835,14-07-2023,P00835,22110.53,Home Damage,TRUE,1
C00836,04-06-2023,P00836,12716.64,Vehicle,FALSE,0
C00837,03-04-2023,P00837,12094.07,Vehicle,FALSE,0
C00838,09-06-2023,P00838,15176.4,Medical,FALSE,0
C00839,02-03-2023,P00839,7187.72,Medical,TRUE,0
C00840,02-05-2023,P00840,14226.56,Vehicle,FALSE,0
C00841,20-02-2023,P00841,10147.55,Medical,TRUE,1
C00842,04-10-2023,P00842,6888.44,Medical,FALSE,0
C00843,05-01-2023,P00843,13797.93,Vehicle,FALSE,0
C00844,02-04-2023,P00844,8422.02,Medical,FALSE,0
C00845,19-06-2023,P00845,10698.31,Medical,FALSE,0
C00846,13-11-2023,P00846,11789.51,Vehicle,FALSE,0
C00847,22-01-2023,P00847,9715.75,Vehicle,FALSE,0
C00848,22-11-2023,P00848,15646.64,Vehicle,FALSE,0
C00849,01-01-2023,P00849,11364.37,Vehicle,FALSE,0
C00850,13-05-2023,P00850,28317.9,Home Damage,TRUE,1
C00851,21-08-2023,P00851,6227.56,Medical,FALSE,1
C00852,12-01-2023,P00852,16687.45,Home Damage,FALSE,0
C00853,12-12-2023,P00853,10650.69,Vehicle,FALSE,1
C00854,15-02-2023,P00854,11992.16,Vehicle,TRUE,1
